class,tweet
0,I just saw my question I asked on @ministryQandA pop up &amp; it looks so heretical there staring back at me. Here's hoping for a good dialog 
0,I want a lover I dont have to love. i want a boy so drunk he doesnt talk....anyone up for it? 
0,hey Twitville not feeling well 2day. catching a cold. ( send ya girl sum get well love) thx 
0,@kateblahblah lol. they do!  my classes start on the 8th so no Metro Station for me. :[[
0,@jeffpulver hope to see you there! the2.5 of us are coming 
0,We are sending Batch 6 orders to GEO tomorrow morning! We're still waiting for Batch 7 customers' payments. Please hurry so we can hurry 
0,"@dilyaela oh ok  a sugar glider is a small squirrle w/ big eyes,and a wombat looks like a huge rabbit/pig! we didnt get to the hotel yet"
0,RP is so cute  i hope they read this.
0,@AmyleeEdith just because 
0,@mariosoultruth we love u too..gnite homie 
0,"Waiting in line at the checkout... Sigh! Used my shopping list app &amp; calculator as I went, should be just over $140 "
0,@lastfastaction haha I know but it was really good seein you tonight I had fun can't wait til the next show 
0,Watching T.V very thirsty ate too much mango and coconut rice everyone follow @MisskellyO 
0,sure can   i just put a 2-2 on 
0,"@mgehlers well MtL but yeah same same, different shaped ball causing the issue "
0,Woah!? Adriana Lima pregnant? Haha. Today was one hell of an adventure. 
0,My rabbit has his 6th birthdaay today 
0,"@Platform_Nation Personally, I suspect the countdown is until they announce 360 versions of MGS4...  "
0,@AmandaSevold Thanks!  Me too.  I think this is like the 10th production I've auditioned for.  I love me some period tap dancing shows 
0,THAT Made me laugh   @ErinBlaskie  #twitter #goal #hashtags #single #tweet #Rule #hashtag #needs #exist #LOL #joke
0,@bkim202 hope u had a cool day 
0,@ShainaW I added her on MySpace when we were in PE 
0,@McCainBlogette Props to that Meghan! I still have a non-gay girl crush on you...even DAYS after the Colbert interview... 
0,"@supastar03 lol! yeah boo, as soon as I get some  money "
0,Feeding Jolly Ranchers to El Chupacabra!(a.k.a-jimmy)   he shall be my best friend to the end! XD  I LUVS U JIMMY!! and u too Pancho!
0,@musicmuch Wait until I get to the next part  We see that lovely creature yet again.
0,@KyeGrace Great blog Kye... of course I maybe slightly biased...    http://www.sablok.com
0,@Tcell1 Aww Thank you. 
0,"@icobee hahahaha well yeah, maybe a little  that was so long ago."
0,im ahead of the #unfollowdiddy curve....I #neverfolloweddiddy 
0,I miss u. I mean my bf. &lt;3 
0,"ohh, that angel game wore me out! bed time  funeral tomorrow |: text me. http://twitpic.com/61grt"
0,@arvindk no questions..;)  nothing can beat Firefox 
0,Casa Vega for the 5th bday celebration for @vanessacurry she must be special 
0,@DanielBrenton hiya friend!  you just never know!! 
0,"@thomasfiss I'd be down if you were in Modesto *hint, hint* "
0,destiny's a twitter slut/whore.  cough minus the twitter...
0,@iamQuddus hiya...  i got a place in LA! IM at Alvardo &amp; 6 
0,"Off to school to play some real football, no american stuff here "
0,@vlai1983 new meaning for vdb. v the douche bag. jk! 
0,@Dark_Romance Facebook 
0,wooooot! David A and C doing handstands  http://bit.ly/vnCue  verrry nice and kinda funny 
0,@AmmerieRain Hehe. So tell me or Don't Mention it. 
0,"woke up at 6:30. :| then training at 7, finished at around 12. :| i am now in mel's.  caitline is sleeping and mel is playing. ) BOF. "
0,did big bike todayy! SO FUN i put vid/pics up on youtube sooner or later 
0,"looking 4 frinds from any where, hey girls chick me "
0,@wentworthmiller  you have officially opened up my soul to a whole new genre of music    
0,@die_lavish At least I try. 
0,"Sooo, house hunting was way easier than I thought.  Escrow  should  close right after I get back from Hawaii! "
0,@mmitchelldaviss what games have got you hooked to 360live? 
0,@jordanknight-95% thats my guess 
0,"Morning. Where is the sun? Packed day today, time to get cracking! "
0,@SelfReflection  love &amp; light
0,"@tripint - nah, on something handheld, I just don't need HD. And can spend my money on other things "
0,@akkiraju you should send these to TOI 
0,says P.S. I love you.  http://plurk.com/p/whoxr
0,"@jordanknight If they are on twitter at all, they are following a New Kid! along with a bunch that haven't been to a concert!  MEEEEEEE!!!"
0,Thanks be to @argblue for making late night eggs for me. 
0,@MCL_Nicolas Welcome to the club bro!  It happened to me when i was configuring tunnel groups.
0,@polytheneabbey let's have fun together sometime soon 
0,Exciting news coming shortly   Goodnight Twitter friends
0,yes finally!!!!!!!!!!!!!!!!!! gonna go to bed now 
0,@jordanknight I went to see you guys twice (one 5*) and will be seeing you again 5* next Thursday! And I'm following ALL of you  Love you!
0,Good morning.... and a special shout-out to brucester 
0,"Can't fall asleep. Laying in bed staring up at the stars, my glow-in-the-dark stars. Little things make me happy "
0,is sitting at the computer topless! LOL 
0,@fairy_Freia ooops - ok 
0,'Youre gone but yet your mine'.......the romance of that movie  &lt;3
0,@seanmurphymusic I wouldn't mind one 
0,Just jamming on the decks... All 6 of them!!!!!! Close to a world record there fun night   http://yfrog.com/0z5kbj
0,@BrewCrewBabe I do. But lips are mostly sealed till the conf  Coming to #SPC09 conf 2 find out all abt it? Enter the comp win a pass!
0,@eastcolfax We are a new to the scene promotional company promoting local denver artists &amp; others for whatever promo they need 
0,"@decart bring on the cheer! lol  thank you friend! just feeling a little low in the dark hour, but believing for a positive outcome "
0,@MarioSoulTruth: then that means you should put some of your energy towards me. 
0,Vote and help me win $500! Tell your friends - Mama needs some new wiring  http://freshfrozenherbs.com/blog/?p=69
0,Paranoid by Jonas Brothers and Come Back To Me by David Cook please?  @magic899
0,@DameElizabeth Welcome home! We all love you. 
0,@amy_cluck Yeah! Jason Mraz  You rescued him!
0,"Super cute, my son picks up one of my framed family pictures and points at me saying &quot;mama&quot;.  He is so cute I just want to eat him "
0,Thinking of August makes me happy  I will never get over how amazing @brookefraser is. That makes me happy too lol.
0,@_alps actually i gave up when I knew I could not google a photo..u know that of that veteran cricketer 
0,@WilyOdysseus So that would be 3am my time.. no problem 
0,back from la Niche where Anthony played a song for Isabella  L shld be bck from RRR soon
0,heh microsoft deleted new &quot;laptop hunter&quot; ad because of bad Macbook price compare 
0,@AgencyRed  Some people are too stupid to cover their..........bases.  
0,@dannygokey You are so amazing!   God is truly going to start a movement through your music and SHF!
0,Margaritas and a movie 
0,"got my Geulis (car) back, got my e71 back, still no money, still no good mood, still not well. but i'm alive "
0,@TrischzReeves ohh wait. gonna eat first. food always makes me feel better 
0,@WhateverJones I will volunteer to yell at you! And can I smack you around a little if that don't work? 
0,@RenaF  wow! Sounds good  
0,"@psam  , lets hope pys60 will help us soon "
0,@jordanknight im sure every1 is follwing all 6 of u (5 fellas &amp; nkotb) its the ONLY reason I joined twiter - i blame u for my obsession 
0,goodnight 
0,@grantimahara Drinking: &quot;there's no winning&quot; I thought when you pass out you win? 
0,loved SD  but hating the recovery !
0,It's been a MAGICal night 
0,@maddisondesigns dude! thats what i've been telling my girrrl @shandrab  LOL 
0,"@ZeenaBoBeena hi, check yours "
0,"@Snekatis byt tebou, tak se radeji koukam do odpovedniho archu a ne do vystrihu uchazecek  hezke holky tam ale fakt jsou "
0,@FLWbooks whoa whoa whoa...am a die hard purist...let's not throw that comparison around carelessly  
0,theres nothing good to watch on tv anymore...=/ time to find some good books 
0,Belle has been staring at me for the past hour. Aw she's so sweet  She's on my lap now. haha
0,iam now signing off with a with a &quot;good night and may God bless you all tonight&quot;. 
0,working  - Listening to The Prodigy: Omen (http://bit.ly/wrHE7 )
0,@lastfastaction oh and i got some pretty good pics too 
0,"Wohoo.. Come on, i'm in good mood "
0,@keelienicole  I'm considering it. Not sure yet. 
0,Had a small resume writing seminar this morning  Something came up last minute for about 20 people ;-) I'll remember holidays for future.
0,"going 2 bed must b up in 2 and a half hours, let's all pray that Ester makes it to Advance safely tomorrow "
0,@alizahausman Seems they thought your life story more interesting than anything you had to say 
0,Thinking a USA road trip is probably going to be on the cards for 2010! Will have to meet all our new Twitter friends along the way 
0,@Jason_Pollock Very cool dophin picture. 
0,? boys over flowers! ? Lee Min Ho! ? Kim Bum!  already at episode 10. �
0,@kate_ground let my husband give you a quote 
0,@Lotay smiling is also the best response to the questions you don't have the answers for 
0,Promoting was so fun and we sold a bunch of cds and tix for house of blues june 5th 
0,goodnight. no school tomorrow or the day after i need to be well rested before and after gradnight.  chyeah.
0,"@vzapp get me a 40 pack, sour cream "
0,@stevenkopacz thanks for letting me play aroundd wiff your drum set 
0,"Hey kids! Happy Wednesday, Twittermates. Let's hope for a Barca win this evening "
0,@gschan Hello!  How did you know my name? 
0,"#Beijing Good massage for you &amp; Sexy girl &amp; 100% real photo  13341015518 - w4 (Beijing): Hi, .. http://tinyurl.com/ogmvfo"
0,@alliecine  Saturday!!   Woot Woot  I am treating my self to a concert .. hahaha and a comedy show this weekend
0,Getting tired...need to actually wake up in the am so I can do things. I'm such a slacker it's pathetic...but thats why im hot mess 
0,And with that im going to sleep...HAVE FUN FOLKS! Nite Nite Tweeties 
0,@WeaponUnleashed Does this mean you're feeling better? 
0,@__kitten being a mom apparently !! Hah  imissyouuuu
0,@AIE_Winema for the horde! 
0,Oh Yea i kinda got swiming on my mind Idk maybe  *~ILoveHer!~*
0,@chinakidz I hope I don't look like that for a long time! 
0,"@TedWahler score one for you, Ted!  "
0,@LilLadyV08 Yes . He's hiqhly pissed but IDC. I need a new phone anyways. 
0,why is it that some times you just need a friend to 'yell at you' to make you move forward? good thing she did! God ur soo good! 
0,@haacked when you implement that feature i suggested last week I will supply a new bottle   BTW: You guys haven't finished the last one 
0,Chillin's at home listenin to sum DOLL DOMINATION---PCD 
0,is feeling somewhere between dead and alive today.Back at work - lots to do..least I'll b busy 
0,Today was a good day   elyssa/goliath/viper/tatsu/rid.rev./dejavu =&lt;3
0,YAY! convinced the QBE guy to extendo my due date for the old bitches claim 
0,@adamwc Hindsight is 20-20. 
0,"@ladyspeaker after I hit send I thought, did she mean men/women/dating "
0,http://bit.ly/eFc3f  good readings 
0,@Jenty Adore your TTD pics btw 
0,"'If you have reached the age of 25, I've a bit of bad news for you' (First words of this blog post - thanks god I am 24  http://tr.im/mwix"
0,"recovering from a long, long, long....started it off with a 4k run "
0,Busy week - two days stand before me and an airplane to the Homelands.  IF I can make it that long! 
0,@ssedro Of course! I'll invite you to 1 or 2 now 
0,@stevefleischer Hope you can get some good rest. 
0,"lol @idatedazombie, you're precious&lt;3 i hope you feel better soon, ill be in st. pete july 2nd - 5th and i need you up &amp; running. "
0,sitting at home chillin after smokin.. i feel a lot lot better 
0,@TweeterSteele  yep got it thanx 
0,@AlexAllTimeLow what do you mean with this?? 
0,@effbot eff you too 
0,@jordanknight Following only 1 New Kid? I' m following all of you  And I thing every NK-Lady on Twitter does 
0,"@beth_warren You're inspiring, intelligent, funny and very real Beth! Just thought I'd say &quot;Thanks&quot; "
0,Terminator was so good! 
0,uhg got so borEd! missing persons.. i guess thay missed me too.. ll yea they do... hopes o.. uhmm. still watching horibb movies..suckish! 
0,Day 5 juice fast. Not sure how long I'll go.  Rather than let the entire fridge go bad everything has been juiced. Ph:5.9-6.0  calm+zzzz
0,@pamjob should have done the old bunny hop 
0,"@LLLGirl Lol oh ok, I don't care anyways  Their loss for not being able to check my awesome... and pointless... updates lmao."
0,@ToplessRobot You know what else won't let you sleep? This  http://bit.ly/18FkY6
0,Apparently FTW means &quot;For The Win&quot; ... I thought it meant &quot;Fuck the World!&quot;  
0,@exohmiamore He's a beautiful husband  thank you for the reminder. how have you beeen?
0,My chemistry teacher has 4 dates with 4 different women this week. He must have a really nice profile online 
0,@ROCKSTAR5150 Visalia...i'm there most Sundays 
0,@athajames we trust your recommendation. it must be yummyyyyy 
0,"@ABSCBN_BoF Thanks! Buti naman nagreply po kayo. BOF the best talaga, natapos k na din kasi panood yun eh "
0,@kalepatech by Vince Lombardy Polak 
0,Goodnight 
0,@LizJonasHQ sweet! i think i'm going 2 order the jailbait shirt 4 my friend 4 her 19th birthday cuz she loves Nick...a alot. its perfect! 
0,@JuliaBeverly oh snap...i'll finally get my sit down!??? remind me to bring some extra $$ for a BTS ad 
0,@VivaLOLITA hehe! Gabe just told me that ASuar bought Ava a panda doll from Japan. Wasabiiii baby! 
0,@Syu4u - hope you are enjoying the new task at hand  ...
0,@froward1 thank you...she's a good kid. 
0,@aplusk Taco Bell told me it was called fourth meal 
0,@chekaq Cheka!!!  Follow me! Miss you!
0,"@Katja74 Stimmt, da war ja was  Happy Birthday to youuuu, happy birthday to youuuu, happy birthday liebe Katja, happy birthday to youuuuuu"
0,@dakidd_BReeZe @kiara1023 thanks  love &amp; miss u both
0,Downloading Mariah Carey Discography. 
0,Morning (already??) tweeps 
0,@faye42397 thanks for following me . 
0,@misssmith11 just a little more Bill (lol) Greenskeepers~Lotion  http://bit.ly/14hjBb  &quot;It rubs the lotion on it's skin...&quot; I love this 
0,"Welcome to twitter, @NunoAfonso and @OrionNicky "
0,I've got my first follower!! Kiitos Kaisa  Made my first working day after holiday much brighter...
0,The world is suffering from the crisis not only from our economy but from our environment. Let us all help mend our Earth's sufferings! 
0,Is it legal to have basmati rice with chinese food - because we are going to have to tonight 
0,@thewinepoint The Dance? I can warm up with some Hammer Dance 
0,walked home with judy and antonia!! 
0,@SooooMcCallHall Its true!  And in an hour it will be his birthday 
0,@Lester_Levenson thanks for the follow! 
0,@Moosala Awww! i'm glad he's being good  haha
0,@Philanthropic You are so very welcome. I'm grateful for you in my life. (Now go to sleep!) 
0,@jmarie7481 No! You can't blame me. I saw the sale yesterday but was too nice to tell you. Okay actually I was going to tell you tonight! 
0,feels unworthy to be where i am. only by his mercy and grace am I here.  He is the God of chances. He gave me another chance 
0,100th update!  Happy May the 26th!
0,O.o @Jaysonbronson is a fckin FOOL . &lt;333 You. 
0,@dexojean so early! Time to knit i think 
0,thank God for the blessing 
0,nice concept - &quot;i'm just tweeting to tell you i blogged&quot; (c) i'll surely use it... 
0,"@Gary200 well, I guess you can throw a party NEXT time you house sit  lol"
0,@garymccaffrey lookin good.. 
0,mornin 2 days till metallica guitar hero wahay ! 
0,@DaynaDelux -you have a natural ability to regenerate and also retain form..... scar ~maybe... eat plenty of elastin. you'll both be fine 
0,"@BeachMomOf2 Good night kind lady, until we tweet again - tweet dreams "
0,Ditto. Goodnight 
0,Off to do my Light Rigid drivers' license tomorrow so I'll be allowed to drive the buses we use with the balloons here in the city 
0,@jordanknight i say you tell me your location. Yes? 
0,soooo im finally at home at 2:08 am....not drunk buh tipsy a lil not much!! now im bored so twitz talk to me lolz while i eat pizza yum 
0,@xEvie @xndidi thank you girls! 
0,@jordanknight Well If you Dm me I can tell you privately 
0,@cherrichiodo ur silly 
0,"Guten morgen, good morning, dobro jutro "
0,yayyy liat wayang sama abang ajib 
0,A new personal best cycling my way to work. 
0,"@lilyzajoehai but also in 2009, ur sis is getting married. should be a good year!!! "
0,does anyone buy cds anymore? i feel like i'm the only one. i still download but i buy my favorite artists cds for sure. its a keepsake 
0,@jordanknight wow! someone said 15% lmfao 
0,89.0 - diet starts after saturday (don't go on a diet when you have a family BBQ coming up  But planning starts now.
0,@iamdiddy You are so right!  Love the you tube video on the airplane!  Keep on dreamin... 
0,I'm watching law and order 
0,@K_Skye dont kick me...kick him...he should be awake amusing me 
0,RA Banquet = Success! And I got a gift  
0,@jordanknight if you are asking me i say like 85% lol 
0,today was uneventfull i need to go on an adventure i think ill head to phoenix arizona tomorrow. 
0,we got a long more way to go... 
0,"@KenWohl Thanks, maybe I will mail you this week already "
0,@AndreeaBerghea Croatia is my favourite. Going there yearly for the past 3 years. Going again this summer 
0,@trymykungfu You should probably UFM then! 
0,@smallstakes Fantastic! thnx...they look great 
0,I came home at 12 at walang internet for HALF A DAY!! ALMOST Grabe...&gt;_&gt; parusa!!! 
0,@musicsinmyveins Good night 
0,@aplusk agreed! They should call it brunch 
0,Good Morning everyone 
0,no me gusta haters 
0,I'm home. . . . . 
0,@sethsimonds yay! and I love the individualized icons that each commenter gets 
0,@jordanknight I say I'm watching Twilight! 
0,@sharrynjackson Good to see you back online 
0,@therealTiffany Hahah! I wish I could be in Disneyland right now.  
0,"@alexandramusic Waaaaaaay did ya get to see, did ya get to see it? Hope you did and it was fab! "
0,@aplusk doesnt taco bell call it fourthmeal?  i'm hungry too.
0,@NHL10 Will we see the addition of a Trade Block and/or Rumour Mill in NHL 10? It's on the EA Forums and would be a welcomed addition 
0,"@jerennyofficial thats also on sparknotes!  umm. algernon, jack/ernest, cecile, gwendolyn, lady bracknell, ms prism, dr chausible."
0,@latinprince indeed 
0,@missbells What happened to your other plans? Hi to @mikefford 
0,@juliankimmings Good  Morning! How are you today? 
0,@LexaShmexa Even same-sex seals get funky with each other.  Why is it so wrong for homo sapien sapien?  Emphasis on homo. 
0,I'm home tweeps. What's up? 
0,@ccortiz aw aren't you cute! 
0,You are HOT!!! 
0,@thechicagored @southsidehitman night you two  i feel like i'm in a raison bran commercial - two scoops ... 
0,Hard to be back on the east coast schedule. I'm 3 hours behind everyone. 2am here? 11pm back home. Good thing I have diablo 3. 
0,@OnyaMag 4 sure good luck with it 2 
0,got the tickets for Tori Amos gig in Zurich! 
0,heading off to bed now. goodnight! 
0,ice cream+ chealsea lately = 
0,@DBUniverse The comforting thing about the internet it's the same wherever you access it.  You are only in China temporarily so it's ok 
0,       Juuuuuuuuuuuuuuuuussssst Chillin!!
0,@greatfitness Wow! thanks for the Tuesday ToFollows. Your tweets are valuable to me 
0,@craftycrafty i really like that! 
0,Bwahaha #unfollowdiddy is the top trend at the moment. Too funny 
0,"@SWAGIRLICI0US Whoa! Don't be so harsh. Maybe it is what it is... LOL! j/k I hope all is well with you babe, besides that tweet! "
0,kelly suck my dick 
0,Almost my birthday  49mins.. On the phone with my girrrllfriend.
0,"OMGosh Free class..again..it's about to be boring...My bag is about to rip off  after school goin to nanny..no net connection, I'll die..."
0,"@deoxyribose the instrumental was also used in the prison break episode that was set the night of the escape, remember?  "
0,"@MirandaBuzz hey miranda! why don't u post a video on youtube, that ur singing while playing the guitar! that would be totally cool! "
0, its a wiccan wedding too.. I love this show @chelseafawcett
0,@mikeyhell lol ok. ill be there tomorrow 
0,@bronwen I think it is an awesome thing. 
0,@tonfue thanks Toni!! You are awesome! 
0,Dammit @dela_y just put me on to ubertwitter on the bberry and it is the shieeettttt!!!  love dela man! 
0,@nan_jones  - Information overload is becoming more and more real. But we love it right! 
0,@LilLadyV08 N O T H I N. =/ But I do need to give his stuff baqk. 
0,Just watched house...now chelsea lately 
0,Computer's being slow. It really sucks. Twitter is cool. YouTube is a fun word. Blogtv is kinda addictive. MySpace is also nice. 
0,"First time twittering, I can't get this to work right ugh! I hate new things. "
0,@Nurul54 Happy birthday to you. Have a wonderful day! 
0,@Mick_Fanning picture=quite attractive 
0,@Teanah x360. I'm actually watching gb 2 right now 
0,@TheeCalling NIght my friend!! Sweet dreams!  God Bless You!
0,@OrangeFu whom is it? 
0,@ALLPROALLDAY @boutdatmoney damn you intelligent rappers 
0,@iklash I'm glad  Welcome to the site! We love you.
0,@Summermoon98 I KNOW!!!!!!!!!!!!!!!!!  flying high... waiting for tonight... to see if he calls...  xo
0,@kelseylovett hehe yuuuusss!  can we can we can we!? 
0,Coldplay live was awesome!!! It was a super cold night but awesome 
0,"@salita712 knapae sal?hahaha. Don't worry, we all feel the same. "
0,@Amanda_Holden Thinking so far the public got it right every night! Shaheen was AMAZING!!! The Flatley duo = HILARIOUS! 
0,Hello world! 
0,@aplusk I think taco bell already did... 4th meal 
0,"Goodnight people,  see yaa"
0,"In short, thought, #thedecemberists played the best show I've ever heard. Thank you @geekstress and @faekeeper for making me go. "
0,"Morning everyone! I like Wednesdays. My film class is possibly my favourite of the week, we all duzen one another "
0,@lottekarotte Thanks for following 
0,"wish you all the best, my hyperbolic bestie "
0,"Doing devoz, God really knows how to comfort me. Wow. Have no fear!! "
0,Met Benny Dayal!  and he has agreed to record a birthday wish for my sister. I totally love my job  Super kicked!
0,will be right back!  http://plurk.com/p/whqiw
0,"@poteresant Our Shih Tzu can't do that yet, she's too young for hard doggie treats. But she can do a few tricks if you use her toy. "
0,@slightlyfamous how many more then you're done? 
0,"@StinkyShelby hahaha i wish!!! i wish i had a guy doll  i should make one, but i do have a james poster"
0,@kiana_b live chat with who? Hello Kalabawsky! 
0,forgot bout this mess 
0,Hooray for all the sane people who dont want kids  peace and joy.
0,@james_a_michael ? are u running the Rocco myspace page? or is it a fan of yours?  I mean Rocco's...  just curious
0,@amberBADbxtch lets not be qay 
0,Got my cupcake... it tastes good  especially the on-screen keyboard 
0,is having durian gelato after lunch. Great! 
0,#unfollowdiddy and follow @AubreyODay instead! 
0,"@leahlamb Good to *see* you too!  and I do love Hawaii. Actually, I am planning to move there soon :p http://wallout.com/oahu_hawaii_2005"
0,turning on the aircondition....blizzard mode time! 
0,@starswelove i love chris pine!! toni sent me. 
0,"This will be the last time I post this today. I can't wait for Atashinchi no Danshi ep 7!!! ahh, I need it "
0,Studying bio...I love this subject! and no I'm not being sarcastic 
0,"@iamdiddy that's a great thought! I saw a bit of a movie named &quot;The secret&quot;, and the secret is that you have to have positiv thoughts "
0,"I was sleeping but thunder, lightning and hubby's surround sound woke me up. He's watching HULK haha! I'm going back to bed!! Need sleep! "
0,"ahh, maccas for lunch then home early. how i love wednesdays "
0,@jyndalee: shanks love. i'll hang them up tomorrow 
0,@aplusk those of us who regularly work nights do call it lunch. 
0,off to my dentist. laterrrr tweetfolks! 
0,All u unemployed individuals get a job!!! LOL jk 
0,LOL @ the #unfollowdiddy trend. Remember the Tweetans. They make me smile 
0,@aplusk What about &quot;MID-NOSH&quot;  I think that is a fine newly coined phrase ( that I just thought of lol)
0,good quality time w/ boss 
0,@redcloudiiv It's all good  Tomorrow will be fun.
0,I chatting with chris huerta 
0,"i dont want to be home right now, i want to be with people, enjoying this beautiful life we have been given by God who is in love with us "
0,CHEEZ-ITS! 
0,"@aplusk In the Navy we called it midrats, short for midnight rations "
0,Wow. That was a great movie. Good night 
0,@ThePaulDaniels Sorry! Did not have space left to type the surname  I meant Andy Nyman.
0,"Good night tweets, need to get things in order before my small stint helping out at the Maker Faire. "
0,long time no tweet... Finally feels like i've accomplished something and did great on my test  optimistic day.
0,"ooo getting a credit card was a bad idea...2 concert tickets, a camera and an ipod later  "
0,have to wake up by 6:30am to be out the door at 7:30am...that in itself is worthy of much prayer...hahaha 
0,@iamdiddy I LOVE YOU DIDDY!!!!! XOXOXOXOOXOXOO 
0,@mcclorybrin catch up already! I sent u a message 
0,Gnite my big twitties... Chirps up...BIRd GANG Bitch! CooCoooo 
0,@Samanthababeeey well obviouslyy @BellsCullen__  lol 
0,Hey @jonasbrothers Can you play a acustic show with songs from the new CD??  #jonaslive
0,@vivianlchu Welcome to Twitter! I look forward to reading your #sf #food tweets! 
0,@boiblayde  Yep never better.  between meditating getting right with the answers at the right time--am more centered than in a long time
0,I love that there's a creek on the way to my house. It's so secret that hardly anyone knows about it  and it's pretty 
0,"Went to my daughters 6th grade graduation 2nite. Wow, what a production. I don't rember anything like that when I moved to middle school. "
0,@FraandS you are cute... will you be my fraand.. extending the sheep 
0,@youngtruthisme lol ill be back. when yall learn how to use a damn phone ill be back lmaoooo 
0,Jus inducted my team mate into Twitter. Gav him a crash course on how to use it. 
0,"@JudyHWright Oregon is great.  I am sure Montana is too.  We have the beach, desert, and mountains within a couple of hours of us.  "
0,"Horny,sex,dat released some strees.....  ...Vi��egas... "
0,"Good night, my friends &amp; #twitterfamily!  *hugs* &amp; much love to you all!"
0,he got service I got service baby we talk all night. phoneography bee please 
0,@ChrisHiter What? your ass backwards 
0,Has a new love interest!  Woot!  Woot!  Nothing like a little Neil Sedaka on a cold lonely night to get the spirits warm.  
0,@LanKwaiFong  italians...yup then the fashion awareness needs to go up
0,"@ShamanicDreamer not yet, working on it "
0,It is finally here.  We have moved over to a new site.  The site is websolutions4all.net.  Check it out 
0,@NHL10 Will we see the addition of a Trade Block and/or Rumour Mill in NHL 10 like the ones in NBA Live 09? Would be welcomed additions 
0,"I think I have favour with trchs, they all let me go off class earlier! And taht means I can go to church!  OHYES!!!"
0,@john_reyes nice!!! Good luck. 
0,@stillstrugglin thanks for following me 
0,@marco_cali facebook profile.... BATHURST IS LAME  Sydney is way cooler
0,@sunkissedpeach Good nite mama ! Sleep well 
0,"@iamdiddy you only live life once, if you dont make the best of it, then thats your own fault!   so live it up!"
0,@MissKeriBaby what your drunk off of..and nothing wrong with being salty..let it out..release...relieve..relax! 
0,@schmiss And thanks to you I am now reading up on Cass Sunstein. He's awesome and not like that 
0,In a massage chair.. Shit feels so good  ready to dance!!
0,@NicoleRichie its a beautiful picture! you look so very happy 
0,@inlowercase no.  And thanks.
0,@jessewatson1 OMG Jesse!!  You mentioned MY fav  Meal!!  MEATLOAF!!! YUMMM 
0,@mbarrettboca Hey there  Welcome to twitvid!! http://twitvid.io/aarM
0,Yay!! Hi to my 52 followers on my blog!  www.Latina8184@blogspot.com
0,@TheIrishGuy thats a prom song if there ever was one 
0,"You know why most of languages conciser &quot;life&quot; as &quot;female&quot;? Oh, because Life has a &quot;bitchy&quot; sense of humor "
0,"@Djalfy oh,i love that song...and that movie too! "
0,happy birthday to my daddy! 
0,@RachelStarrxxx im not a brazzers member but you sure do great work. 
0,YA TENGO SUE�O..MIMITIME...GOOD NIGHT BYE...  
0,@gschan Ooh...okay.  Actually that is my nickname.  Okay lng ako.  How 'bout you? 
0,@kayci_glaze i love them too because they are yummy and gooey 
0,Humanities. Doing reflection. I love pak Nanang 
0,more interviews tommorow 
0,"I have been very quiet lately, which is a very good sign. Some new stuff and brew reviews? Maybe. "
0,"@RawMe Goodmorning and Happy B'day, dah-ling "
0,@falcon124 Have fun! I got my Heavy Artic licence years ago and have never really used it 
0,having lunch. just got back from taking photos for the shop's broshure  hehe. watching cashmere mafias at the same time 
0,Missinq Mr. Madison.!!! yes in deed. &lt;33 on my [Mz. Madison Mode] like duhhhh.!!! 
0,@jordanknight It makes sense.....I thought it would be higher! 
0,ROFL Ruby looks like Susan Boyle with her disheveled hair #EatBulaga. Hahaha! No other set of hosts can be this much fun. 
0,@stephaniepratt can you follow me sweety please i love you 
0,"@mileycyrus Heyy , Are you ok ? you're looking well "
0,"Goodnight   Dentist in the morning (For real this time). Then Liturgy, test, whatever."
0,@jordanknight Well that's why we got to educate right? 
0,@mattsingley I'll write the foundation grant and get dentists involved for preventative measures. 
0,I probably won't get any sleep tonight.  ;)
0,"Climbing, mountain biking, good people, good food. Hoooooray for summer!! "
0,@aplusk: Have fun Mr Kutcher 
0,Wow I never saw any of the flavor of loves!!! FOL3 is kewl!! Marathon bby!! 
0,If You Like Bad Ass Hand Bags - Check this site out � .  http://www.jamespiatt.com/08gallery3.html http://tumblr.com/xap1vnsg8
0,"200 more and @honorsociety will hit 10,000followers! follow @honorsociety "
0,"@esmeg Oooooh, yes please "
0,Project: I'm going to spend some time on AudioBoo. See if I can gain a following 
0,"@omgitsafox Hehe  My Priest is the cutest though, HERE IS A DOODLE http://bit.ly/5kNe8"
0,@dododayao so what happens when you mix scotch and coffee together? 
0,@mileycyrus I haven't watched Scary Movie IN Forever!!! hmm Now I'll have to watch it! 
0,DOG TAG?! I love you ma' am! He stop eventually. Maybe 
0,I'm addicted to online games! aaahhh.... I just can't get enough of it! 
0,@pollypeachum sweet dreams 
0,@krysivory  Its YOU.  Took me a month 2 find out who sang &quot;Next 2 ya&quot;. Was goin crzy caz i couldnt figure it out. Love it. 
0,"Just gave in and bought the Star Trek soundtrack off itunes  Which of course, means I'm listening to it now YAY"
0,"@leanne416 I like the Mortal Instruments series better.... lol SO, yes. "
0,@lesley_simpson Hehehe.Friends in higher places huh.  Makan dimana?Jadi inget the last time we went to New Creation.Cant keep eyes open:p
0,Scool is great! Family is fabulous!! Finally got a personal life!! Wow what a difference in motivation.... 
0,Gudmonin 
0,happu b-day yo me 
0,Wahoo my mommy got me a new case for my phone. 
0,Met charlie tonight and has a case of puppy love 
0,@fionagrant thanks Fiona  See the blog topping their list? Oh how ironic
